"full_name","yob","occupation","female","party","list_state","list_rank","elec_district","elected","elec_year","direct_cand","list_cand","last_name","first_name","age","occ_1","occ_2","occ_3","occ_4","legislator_status","is_legislator","is_only_legislator","legislative_position"
"Bredehorn, Günther",1935,"landwirt",0,"fdp","NI",3,22,1,1990,1,1,"Bredehorn","Günther",55,"landwirt",,,,"not_legis",FALSE,FALSE,
"Breiling, Carol",1967,"technischer zeichner",0,"greens","",,3,0,1990,1,0,"Breiling","Carol",23,"technischer zeichner",,,,"not_legis",FALSE,FALSE,
"Breiter, Manfred",1940,"verwaltungsbeamter",0,"fdp","SH",8,9,0,1990,1,1,"Breiter","Manfred",50,"verwaltungsbeamter",,,,"not_legis",FALSE,FALSE,
"Brendecke, Michael",1960,"student",0,"greens","",,229,0,1990,1,0,"Brendecke","Michael",30,"student",,,,"not_legis",FALSE,FALSE,
"Brenner, Hartmut",1959,"kaufmännischer angestellter",0,"fdp","NI",22,29,0,1990,1,1,"Brenner","Hartmut",31,"kaufmännischer angestellter",,,,"not_legis",FALSE,FALSE,
"Breuer, Paul",1950,"hauptschullehrer a.d.",0,"cdu_csu","NW",12,120,1,1990,1,1,"Breuer","Paul",40,"hauptschullehrer",,,,"is_legis",TRUE,FALSE,"mdb"
"Breuning, Renate",1947,"hausfrau",1,"cdu_csu","BW",30,,0,1990,0,1,"Breuning","Renate",43,"hausfrau",,,,"not_legis",FALSE,FALSE,
"Brie, Dr. Andreas",1950,"dozent",0,"left","MV",3,265,0,1990,1,1,"Brie","Dr. Andreas",40,"dozent",,,,"not_legis",FALSE,FALSE,
"Briefs, Dr. Ulrich",1939,"systemanalytiker, diplomvolkswirt",0,"left","SN",3,319,1,1990,1,1,"Briefs","Dr. Ulrich",51,"systemanalytiker",,"diplomvolkswirt",,"is_legis",TRUE,FALSE,"mdb"
"Brinkmann, Ulrich",1942,"landtagsabgeordneter",0,"spd","BW",34,177,0,1990,1,1,"Brinkmann","Ulrich",48,"landtagsabgeordneter",,,,"only_legis",TRUE,TRUE,"landtagsabgeordneter"
"Brinksmeier, Dankward",1956,"theologe",0,"spd","BB",18,,0,1990,0,1,"Brinksmeier","Dankward",34,"theologe",,,,"not_legis",FALSE,FALSE,
"Britz, Oswald",1930,"fliesenlegermeister",0,"fdp","RP",34,,0,1990,0,1,"Britz","Oswald",60,"fliesenlegermeister",,,,"not_legis",FALSE,FALSE,
"Brosswitz, Eva-Elisabeth",1945,"fachlehrerin",1,"greens","NI",7,32,0,1990,1,1,"Brosswitz","Eva-Elisabeth",45,"fachlehrerin",,,,"not_legis",FALSE,FALSE,
"Brothuhn, Jochen",1956,"diplom-ingenieur",0,"greens","ST",8,287,0,1990,1,1,"Brothuhn","Jochen",34,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Brück, Osmar",1953,"diplomingenieur, dezernent bau, umwelt, soziales",0,"spd","SN",16,312,0,1990,1,1,"Brück","Osmar",37,"diplomingenieur","dezernent bau","umwelt","soziales","not_legis",FALSE,FALSE,
"Brudlewsky, Monika Elsbeth",1946,"krankenschwester",1,"cdu_csu","ST",2,285,1,1990,1,1,"Brudlewsky","Monika Elsbeth",44,"krankenschwester",,,,"not_legis",FALSE,FALSE,
"Brungs, Dr. Heribert",1959,"apotheker",0,"fdp","HE",21,124,0,1990,1,1,"Brungs","Dr. Heribert",31,"apotheker",,,,"not_legis",FALSE,FALSE,
"Brunner, Walter",1948,"bauingenieur",0,"cdu_csu","BW",25,,0,1990,0,1,"Brunner","Walter",42,"bauingenieur",,,,"not_legis",FALSE,FALSE,
"Brunnhuber, Georg",1948,"kreisbaurat",0,"cdu_csu","",,174,1,1990,1,0,"Brunnhuber","Georg",42,"kreisbaurat",,,,"not_legis",FALSE,FALSE,
"Bruns, Anna Francesca Maria Brigitta",1937,"hausfrau",1,"greens","",,13,0,1990,1,0,"Bruns","Anna Francesca Maria Brigitta",53,"hausfrau",,,,"not_legis",FALSE,FALSE,
"Bruns, Dr. Werner",1954,"diplom-sozialwissenschaftler",0,"fdp","NI",21,41,0,1990,1,1,"Bruns","Dr. Werner",36,"diplom sozialwissenschaftler",,,,"not_legis",FALSE,FALSE,
"Bruns, Wolfgang Gerhard Karl Richard Rudi Willi",1930,"buchhändler, verleger",0,"fdp","BY",39,204,0,1990,1,1,"Bruns","Wolfgang Gerhard Karl Richard Rudi Willi",60,"buchhändler","verleger",,,"not_legis",FALSE,FALSE,
"Brüst, Adrianne",1953,"diplom-agrar-ingenieurin",1,"left","SH",1,,0,1990,0,1,"Brüst","Adrianne",37,"diplom agrar ingenieurin",,,,"not_legis",FALSE,FALSE,
"Bubis, Ignatz",1927,"unternehmer",0,"fdp","HE",53,,0,1990,0,1,"Bubis","Ignatz",63,"unternehmer",,,,"not_legis",FALSE,FALSE,
"Büchler, Hans",1940,,0,"spd","BY",12,225,1,1990,1,1,"Büchler","Hans",50,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Büchner, Peter",1943,,0,"spd","RP",14,158,0,1990,1,1,"Büchner","Peter",47,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Buck, Rainer Ernst",1956,"diplom-volkswirt",0,"greens","",,193,0,1990,1,0,"Buck","Rainer Ernst",34,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"Bufe, Klaus Dieter",1947,"versicherungskaufmann",0,"greens","",,86,0,1990,1,0,"Bufe","Klaus Dieter",43,"versicherungskaufmann",,,,"not_legis",FALSE,FALSE,
"Buggenhagen-Sokolowski, Karin",1937,"selbständige kauffrau",1,"spd","HH",18,,0,1990,0,1,"Buggenhagen-Sokolowski","Karin",53,"selbständig kauffrau",,,,"not_legis",FALSE,FALSE,
"Bühler, Klaus",1941,,0,"cdu_csu","",,176,1,1990,1,0,"Bühler","Klaus",49,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Bujack, Dr. Christian",1953,"ingenieur",0,"left","SN",9,325,0,1990,1,1,"Bujack","Dr. Christian",37,"ingenieur",,,,"not_legis",FALSE,FALSE,
"Bukowiecki, Knut",1957,"offizier",0,"left","BB",12,,0,1990,0,1,"Bukowiecki","Knut",33,"offizier",,,,"not_legis",FALSE,FALSE,
"Bullerdiek, Bernd",1949,"geschäftsführer",0,"spd","NI",36,,0,1990,0,1,"Bullerdiek","Bernd",41,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Bulmahn, Edelgard",1951,"studienrätin a. d.",1,"spd","NI",27,37,1,1990,1,1,"Bulmahn","Edelgard",39,"studienrätin a d",,,,"is_legis",TRUE,FALSE,"mdb"
"Bülow von, Dr. Andreas",1937,"rechtsanwalt",0,"spd","BW",21,198,1,1990,1,1,"Bülow von","Dr. Andreas",53,"rechtsanwalt",,,,"is_legis",TRUE,FALSE,"mdb"
"Bülow, Hans-Jörg",1944,"arzt",0,"spd","BB",19,,0,1990,0,1,"Bülow","Hans-Jörg",46,"arzt",,,,"not_legis",FALSE,FALSE,
"Bunke, genannt Königsdorf, Dr. Helga",1938,"schriftstellerin, professorin",1,"left","BW",1,,0,1990,0,1,"Bunke","genannt Königsdorf",52,"schriftstellerin","professorin",,,"not_legis",FALSE,FALSE,
"Buntenbach, Annelie",1955,"setzerin",1,"greens","NW",7,102,0,1990,1,1,"Buntenbach","Annelie",35,"setzerin",,,,"not_legis",FALSE,FALSE,
"Burchardt, Ursula",1954,"diplom-pädagogin",1,"spd","",,115,1,1990,1,0,"Burchardt","Ursula",36,"diplom pädagogin",,,,"not_legis",FALSE,FALSE,
"Burchert, Ronald",1965,"lehrer",0,"fdp","",,292,0,1990,1,0,"Burchert","Ronald",25,"lehrer",,,,"not_legis",FALSE,FALSE,
"Burger, Roland",1962,"stadtoberinspektor",0,"cdu_csu","BW",56,,0,1990,0,1,"Burger","Roland",28,"stadtoberinspektor",,,,"not_legis",FALSE,FALSE,
"Burghard, Kai-Christofer",1961,"rechtsanwalt",0,"fdp","HE",31,,0,1990,0,1,"Burghard","Kai-Christofer",29,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Burghartswieser, Ingrid",1956,"kauffrau",1,"cdu_csu","BW",17,,0,1990,0,1,"Burghartswieser","Ingrid",34,"kauffrau",,,,"not_legis",FALSE,FALSE,
"Bürig, Achim",1960,"jurist",0,"fdp","BY",34,,0,1990,0,1,"Bürig","Achim",30,"jurist",,,,"not_legis",FALSE,FALSE,
"Burkert, Helmut",1945,"diplomingenieur",0,"greens","ST",3,293,0,1990,1,1,"Burkert","Helmut",45,"diplomingenieur",,,,"not_legis",FALSE,FALSE,
"Burkhardt, Christine",1948,"angestellte",1,"fdp","SN",13,311,0,1990,1,1,"Burkhardt","Christine",42,"angestellte",,,,"not_legis",FALSE,FALSE,
"Bürk-Opahle van, Marithres",1959,"diplom-pädagogin",1,"greens","",,96,0,1990,1,0,"Bürk-Opahle van","Marithres",31,"diplom pädagogin",,,,"not_legis",FALSE,FALSE,
"Bury, Hans Martin",1966,"vorstandsassistent",0,"spd","BW",3,170,1,1990,1,1,"Bury","Hans Martin",24,"vorstandsassistent",,,,"not_legis",FALSE,FALSE,
"Buschmann, Hans-Gerd",1952,"landmaschinenmechanikermeister",0,"cdu_csu","NI",38,,0,1990,0,1,"Buschmann","Hans-Gerd",38,"landmaschinenmechanikermeister",,,,"not_legis",FALSE,FALSE,
"Büßen, Friedrich Julius",1941,"diplom-volkswirt, studienleiter",0,"spd","SH",19,,0,1990,0,1,"Büßen","Friedrich Julius",49,"diplom volkswirt","studienleiter",,,"not_legis",FALSE,FALSE,
"Buttgereit, Monika",1949,"lehrerin",1,"spd","BE",13,,0,1990,0,1,"Buttgereit","Monika",41,"lehrerin",,,,"not_legis",FALSE,FALSE,
"Büttner, Hans",1944,"chefredakteur",0,"spd","BY",26,202,1,1990,1,1,"Büttner","Hans",46,"chefredakteur",,,,"not_legis",FALSE,FALSE,
"Büttner, Hartmut Bruno",1952,"fleischermeister",0,"cdu_csu","ST",6,287,1,1990,1,1,"Büttner","Hartmut Bruno",38,"fleischermeister",,,,"not_legis",FALSE,FALSE,
"Büttner, Reinhard",1952,"gewerkschaftssekretär",0,"spd","BY",46,,0,1990,0,1,"Büttner","Reinhard",38,"gewerkschaftssekretär",,,,"not_legis",FALSE,FALSE,
"Butzert, Marina",1955,,1,"left","TH",11,,0,1990,0,1,"Butzert","Marina",35,,,,,"only_legis",TRUE,TRUE,"bürgermeisterin"
"Buwitt, Dankward",1939,"kaufmann",0,"cdu_csu","BE",7,256,1,1990,1,1,"Buwitt","Dankward",51,"kaufmann",,,,"not_legis",FALSE,FALSE,
"Cario, Prof.Dr. Wolf-Rainer",1944,"kinderarzt",0,"fdp","",,261,0,1990,1,0,"Cario","Prof.Dr. Wolf-Rainer",46,"kinderarzt",,,,"not_legis",FALSE,FALSE,
"Carstens, Manfred",1943,"sparkassenbetriebswirt",0,"cdu_csu","NI",3,27,1,1990,1,1,"Carstens","Manfred",47,"sparkassenbetriebswirt",,,,"not_legis",FALSE,FALSE,
"Carstensen, Peter Harry",1947,"diplomagraringenieur",0,"cdu_csu","SH",8,2,1,1990,1,1,"Carstensen","Peter Harry",43,"diplomagraringenieur",,,,"not_legis",FALSE,FALSE,
"Caspers-Merk, Marion",1955,"lehrbeauftragte",1,"spd","BW",22,186,1,1990,1,1,"Caspers-Merk","Marion",35,"lehrbeauftragte",,,,"not_legis",FALSE,FALSE,
"Catenhusen, Wolf-Michael",1945,"studienrat a.d.",0,"spd","NW",11,99,1,1990,1,1,"Catenhusen","Wolf-Michael",45,"studienrat",,,,"not_legis",FALSE,FALSE,
"Cersowsky, Dr. Klaus",1956,"wirtschaftswissenschaftler",0,"spd","SN",32,,0,1990,0,1,"Cersowsky","Dr. Klaus",34,"wirtschaftswissenschaftler",,,,"not_legis",FALSE,FALSE,
"Christmann, Bernd",1946,"diplomingenieur, dezernent",0,"spd","BB",8,274,0,1990,1,1,"Christmann","Bernd",44,"diplomingenieur","dezernent",,,"not_legis",FALSE,FALSE,
"Clemens, Joachim",1931,"rechtsanwalt, notar",0,"cdu_csu","NI",18,45,1,1990,1,1,"Clemens","Joachim",59,"rechtsanwalt","notar",,,"not_legis",FALSE,FALSE,
"Conradi, Peter",1932,"architekt",0,"spd","BW",10,163,1,1990,1,1,"Conradi","Peter",58,"architekt",,,,"not_legis",FALSE,FALSE,
"Conrads, Axel",1960,"diplom-ingenieur",0,"fdp","NW",41,54,0,1990,1,1,"Conrads","Axel",30,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Constantin, Ernst-Otto",1937,"gewerkschaftssekretär",0,"cdu_csu","BW",53,,0,1990,0,1,"Constantin","Ernst-Otto",53,"gewerkschaftssekretär",,,,"not_legis",FALSE,FALSE,
"Contenius, Edda",1939,"hausfrau",1,"spd","NI",34,,0,1990,0,1,"Contenius","Edda",51,"hausfrau",,,,"not_legis",FALSE,FALSE,
"Coppik, Manfred",1943,"rechtsanwalt",0,"left","HE",1,,0,1990,0,1,"Coppik","Manfred",47,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Cords, Ursula Katharina",1956,"arbeitsvermittlerin",1,"greens","HB",2,51,0,1990,1,1,"Cords","Ursula Katharina",34,"arbeitsvermittlerin",,,,"not_legis",FALSE,FALSE,
"Creter, Klaus-Peter",1943,"ingenieur",0,"cdu_csu","TH",16,,0,1990,0,1,"Creter","Klaus-Peter",47,"ingenieur",,,,"not_legis",FALSE,FALSE,
"Cronenberg, Dieter-Julius",1930,"mittelständischer unternehmer",0,"fdp","NW",8,119,1,1990,1,1,"Cronenberg","Dieter-Julius",60,"mittelständischer unternehmer",,,,"not_legis",FALSE,FALSE,
"Czempiel, Dr. Christa Valeria Antonia",1925,"a.d.",1,"spd","HE",27,,0,1990,0,1,"Czempiel","Dr. Christa Valeria Antonia",65,,,,,"only_legis",TRUE,TRUE,"staatssekretärin a.d."
"Daiber, Siegfried",1940,"diplom-ingenieur",0,"greens","",,207,0,1990,1,0,"Daiber","Siegfried",50,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Dalk, Dr. Detlef",1943,"fachschuldozent",0,"greens","BB",10,274,0,1990,1,1,"Dalk","Dr. Detlef",47,"fachschuldozent",,,,"not_legis",FALSE,FALSE,
"Damus, Renate",1940,"hochschullehrerin",1,"greens","",,33,0,1990,1,0,"Damus","Renate",50,"hochschullehrerin",,,,"not_legis",FALSE,FALSE,
"Daniel, Hans-Richard",1944,"geschäftsführer",0,"fdp","HH",9,,0,1990,0,1,"Daniel","Hans-Richard",46,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Daniels, Dr. Wolfgang",1951,,0,"greens","BY",12,219,0,1990,1,1,"Daniels","Dr. Wolfgang",39,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Dannenberg, Jürgen",1952,"betriebsschlosser, diplom-gesellschaftswissenschaftler",0,"left","",,288,0,1990,1,0,"Dannenberg","Jürgen",38,"betriebsschlosser","diplom gesellschaftswissenschaftler",,,"not_legis",FALSE,FALSE,
"Daubertshäuser, Klaus",1943,"oberregierungsrat a. d.",0,"spd","HE",8,130,1,1990,1,1,"Daubertshäuser","Klaus",47,"oberregierungsrat a d",,,,"not_legis",FALSE,FALSE,
"Däubler-Gmelin, Dr. Herta",1943,"rechtsanwältin",1,"spd","BW",1,194,1,1990,1,1,"Däubler-Gmelin","Dr. Herta",47,"rechtsanwältin",,,,"is_legis",TRUE,FALSE,"mdb"
"Degro, Dr. Werner",1930,"diplom-geologe",0,"spd","SL",19,,0,1990,0,1,"Degro","Dr. Werner",60,"diplom geologe",,,,"not_legis",FALSE,FALSE,
"Dehm, Dr. Jörg-Diether",1950,"unterhaltungsautor",0,"spd","HE",20,140,0,1990,1,1,"Dehm","Dr. Jörg-Diether",40,"unterhaltungsautor",,,,"not_legis",FALSE,FALSE,
"Dehmer, Dagmar",1965,"studentin",1,"greens","BW",17,,0,1990,0,1,"Dehmer","Dagmar",25,"studentin",,,,"not_legis",FALSE,FALSE,
"Dehnel, Wolfgang Günther",1945,,0,"cdu_csu","SN",35,326,1,1990,1,1,"Dehnel","Wolfgang Günther",45,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Delarber, Waltraut",1929,"hausfrau",1,"greens","",,159,0,1990,1,0,"Delarber","Waltraut",61,"hausfrau",,,,"not_legis",FALSE,FALSE,
"Demloff, Jürgen",1929,"diplomjournalist",0,"left","MV",6,,0,1990,0,1,"Demloff","Jürgen",61,"diplomjournalist",,,,"not_legis",FALSE,FALSE,
"Demmer, Erhard Gustav",1953,"studienrat",0,"greens","",,76,0,1990,1,0,"Demmer","Erhard Gustav",37,"studienrat",,,,"not_legis",FALSE,FALSE,
"Dempwolf, Gertrud",1936,,1,"cdu_csu","NI",10,36,1,1990,1,1,"Dempwolf","Gertrud",54,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Deneke, Marlies",1953,"ökonomin, stellvertretende vorsitzende der pds",1,"left","ST",3,284,0,1990,1,1,"Deneke","Marlies",37,"ökonomin","stellvertretende vorsitzende pds",,,"not_legis",FALSE,FALSE,
"Deres, Karl",1930,"studiendirektor a.d.",0,"cdu_csu","",,147,1,1990,1,0,"Deres","Karl",60,"studiendirektor",,,,"not_legis",FALSE,FALSE,
"Derrik, Leo Gabriel",1933,"fachbereichsleiter",0,"spd","SH",21,,0,1990,0,1,"Derrik","Leo Gabriel",57,"fachbereichsleiter",,,,"not_legis",FALSE,FALSE,
"Deß, Albert",1947,"landwirtschaftsmeister",0,"cdu_csu","BY",27,,1,1990,0,1,"Deß","Albert",43,"landwirtschaftsmeister",,,,"not_legis",FALSE,FALSE,
"Detemple, Frank",1970,"student",0,"fdp","RP",33,,0,1990,0,1,"Detemple","Frank",20,"student",,,,"not_legis",FALSE,FALSE,
"Deubel, Dr. Klaus",1942,"diplom-psychologe",0,"spd","SN",13,,0,1990,0,1,"Deubel","Dr. Klaus",48,"diplom psychologe",,,,"not_legis",FALSE,FALSE,
"Deutschendorf, Reinhard Hermann",1951,"sozialarbeiter",0,"greens","",,124,0,1990,1,0,"Deutschendorf","Reinhard Hermann",39,"sozialarbeiter",,,,"not_legis",FALSE,FALSE,
"Diebel, Rainer",1954,"ingenieur für elektrotechnik",0,"greens","",,284,0,1990,1,0,"Diebel","Rainer",36,"ingenieur elektrotechnik",,,,"not_legis",FALSE,FALSE,
"Dieck, Dr. Wilfried",1944,"tierarzt",0,"greens","",,314,0,1990,1,0,"Dieck","Dr. Wilfried",46,"tierarzt",,,,"not_legis",FALSE,FALSE,
"Dieckmann, Klaus",1940,"tko-leiter",0,"spd","SN",24,321,0,1990,1,1,"Dieckmann","Klaus",50,"tko leiter",,,,"not_legis",FALSE,FALSE,
"Dieckvoß, Oda",1941,"medizinisch technische assistentin",1,"fdp","RP",22,,0,1990,0,1,"Dieckvoß","Oda",49,"medizinisch technische assistentin",,,,"not_legis",FALSE,FALSE,
"Diederich, Prof. Dr. Niels",1934,"diplom-volswirt, universitätsprofessor",0,"spd","",,259,1,1990,1,0,"Diederich","Prof. Dr. Niels",56,"diplom volswirt","universitätsprofessor",,,"not_legis",FALSE,FALSE,
"Diemers, Renate",1938,"frauenreferentin",1,"cdu_csu","NW",25,92,1,1990,1,1,"Diemers","Renate",52,"frauenreferentin",,,,"not_legis",FALSE,FALSE,
"Dieter, Dr. Jürgen",1955,"rechtsanwalt",0,"spd","HE",29,,0,1990,0,1,"Dieter","Dr. Jürgen",35,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Dietrich, Anna Magdalena",1958,"angestellte",1,"greens","RP",3,153,0,1990,1,1,"Dietrich","Anna Magdalena",32,"angestellte",,,,"not_legis",FALSE,FALSE,
"Diller, Karl",1941,"lehrer a.d.",0,"spd","RP",4,152,1,1990,1,1,"Diller","Karl",49,"lehrer",,,,"is_legis",TRUE,FALSE,"mdb"
"Dilling, Peter",1960,"rechtsanwalt verwaltungsrat z.a.",0,"cdu_csu","BY",36,,0,1990,0,1,"Dilling","Peter",30,"rechtsanwalt verwaltungsrat z a",,,,"not_legis",FALSE,FALSE,
"Dilßner, Harry",1936,"geschäftsführer",0,"spd","NI",41,,0,1990,0,1,"Dilßner","Harry",54,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Dinkelmann-Möhring, Dore",1934,"architektin",1,"cdu_csu","BW",43,,0,1990,0,1,"Dinkelmann-Möhring","Dore",56,"architektin",,,,"not_legis",FALSE,FALSE,
"Ditfurth von, Jutta",1951,"ökologin, journalistin",1,"greens","BY",5,204,0,1990,1,1,"Ditfurth von","Jutta",39,"ökologin","journalistin",,,"not_legis",FALSE,FALSE,
"Dittmann, Olaf",1957,"student",0,"spd","NW",54,,0,1990,0,1,"Dittmann","Olaf",33,"student",,,,"not_legis",FALSE,FALSE,
"Dittrich, Heike",1960,"fachfrau für verwaltung",1,"greens","TH",7,,0,1990,0,1,"Dittrich","Heike",30,"fachfrau verwaltung",,,,"not_legis",FALSE,FALSE,
"Dobberthien, Dr. Marliese",1947,"staatsrätin",1,"spd","HH",2,13,1,1990,1,1,"Dobberthien","Dr. Marliese",43,"staatsrätin",,,,"not_legis",FALSE,FALSE,
"Dobslaw, Christian",1948,"lehrer",0,"spd","MV",11,,0,1990,0,1,"Dobslaw","Christian",42,"lehrer",,,,"not_legis",FALSE,FALSE,
"Dockhorn, Otto",1921,"a.d.",0,"fdp","HE",34,,0,1990,0,1,"Dockhorn","Otto",69,,,,,"only_legis",TRUE,TRUE,"staatssekretär a.d."
"Doebel, Sigurd",1941,"arzt",0,"fdp","BW",24,198,0,1990,1,1,"Doebel","Sigurd",49,"arzt",,,,"not_legis",FALSE,FALSE,
"Döllen van, Klaus",1937,"architekt",0,"cdu_csu","NI",36,,0,1990,0,1,"Döllen van","Klaus",53,"architekt",,,,"not_legis",FALSE,FALSE,
"Doppmeier, Hubert",1944,"rechtsanwalt, notar",0,"cdu_csu","NW",48,101,1,1990,1,1,"Doppmeier","Hubert",46,"rechtsanwalt","notar",,,"not_legis",FALSE,FALSE,
"Dorendorf, Dr. Hans-Georg",1942,"diplom-wirtsch.",0,"cdu_csu","ST",3,,0,1990,0,1,"Dorendorf","Dr. Hans-Georg",48,"diplom wirtsch",,,,"is_legis",TRUE,FALSE,"mdb"
"Dörflinger, Werner",1940,,0,"cdu_csu","",,192,1,1990,1,0,"Dörflinger","Werner",50,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Dornberger, Dr. Peter",1945,"arzt",0,"left","BE",6,,0,1990,0,1,"Dornberger","Dr. Peter",45,"arzt",,,,"not_legis",FALSE,FALSE,
"Dörr, Burckhard",1947,"gewerbetreibender",0,"fdp","BB",11,,0,1990,0,1,"Dörr","Burckhard",43,"gewerbetreibender",,,,"not_legis",FALSE,FALSE,
"Döß, Christian",1965,"schreiner",0,"greens","",,240,0,1990,1,0,"Döß","Christian",25,"schreiner",,,,"not_legis",FALSE,FALSE,
"Doss, Hansjürgen",1936,"architekt",0,"cdu_csu","RP",7,155,1,1990,1,1,"Doss","Hansjürgen",54,"architekt",,,,"not_legis",FALSE,FALSE,
"Drechsler, Hans-Alexander",1923,"postbeamter a.d.",0,"spd","NI",44,,0,1990,0,1,"Drechsler","Hans-Alexander",67,"postbeamter",,,,"not_legis",FALSE,FALSE,
"Dregger, Dr. Alfred Georg",1920,"a.d.",0,"cdu_csu","HE",1,132,1,1990,1,1,"Dregger","Dr. Alfred Georg",70,,,,,"only_legis",TRUE,TRUE,"oberbürgermeister a.d."
"Dreiß, Gabriele",1937,"hausfrau",1,"spd","BW",32,162,0,1990,1,1,"Dreiß","Gabriele",53,"hausfrau",,,,"not_legis",FALSE,FALSE,
"Dreßler, Dr. Manfred",1931,"diplom-chemiker",0,"fdp","SN",19,316,0,1990,1,1,"Dreßler","Dr. Manfred",59,"diplom chemiker",,,,"not_legis",FALSE,FALSE,
"Dreßler, Rudolf",1940,"schriftsetzer",0,"spd","NW",6,69,1,1990,1,1,"Dreßler","Rudolf",50,"schriftsetzer",,,,"not_legis",FALSE,FALSE,
"Drockur, Adrian",1969,"zivildienstleistender",0,"fdp","SL",9,,0,1990,0,1,"Drockur","Adrian",21,"zivildienstleistender",,,,"not_legis",FALSE,FALSE,
"Dufner, Erich Hermann",1947,"rechtsanwalt",0,"fdp","BW",13,178,0,1990,1,1,"Dufner","Erich Hermann",43,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Duve, Freimut",1936,"publizist",0,"spd","HH",5,12,1,1990,1,1,"Duve","Freimut",54,"publizist",,,,"is_legis",TRUE,FALSE,"mdb"
"Duziak, Helmut",1929,"diplom-landwirt",0,"spd","MV",12,,0,1990,0,1,"Duziak","Helmut",61,"diplom landwirt",,,,"not_legis",FALSE,FALSE,
"Ebeling, Hans-Wilhelm",1934,"pfarrer",0,"cdu_csu","BB",8,,0,1990,0,1,"Ebeling","Hans-Wilhelm",56,"pfarrer",,,,"not_legis",FALSE,FALSE,
"Ebert, Eike",1940,"angestellter",0,"spd","HE",22,143,1,1990,1,1,"Ebert","Eike",50,"angestellter",,,,"not_legis",FALSE,FALSE,
"Echternach, Jürgen",1937,"parlamentarischer",0,"cdu_csu","HH",1,13,1,1990,1,1,"Echternach","Jürgen",53,"parlamentarischer",,,,"only_legis",TRUE,TRUE,"parlamentarischer staatssekretär"
"Eckardt, Dr. Peter",1940,"diplom-politologe",0,"spd","NI",16,47,1,1990,1,1,"Eckardt","Dr. Peter",50,"diplom politologe",,,,"not_legis",FALSE,FALSE,
"Eckbrecht von Dürckheim-Montmartin Graf, Hubertus",1950,"diplom-volkswirt",0,"greens","",,221,0,1990,1,0,"Eckbrecht von Dürckheim-Montmartin Graf","Hubertus",40,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"Eckhardt, Dr. Günther Norbert",1941,"diplomchemiker",0,"fdp","ST",6,293,0,1990,1,1,"Eckhardt","Dr. Günther Norbert",49,"diplomchemiker",,,,"not_legis",FALSE,FALSE,
"Eder, Ingrid",1944,"sekretärin",1,"fdp","BW",16,171,0,1990,1,1,"Eder","Ingrid",46,"sekretärin",,,,"not_legis",FALSE,FALSE,
"Effenberger, Arnd",1940,"diplom-mathematiker",0,"greens","",,299,0,1990,1,0,"Effenberger","Arnd",50,"diplom mathematiker",,,,"not_legis",FALSE,FALSE,
"Egert, Jürgen",1941,"beamter i.r.",0,"spd","BE",7,254,0,1990,1,1,"Egert","Jürgen",49,"beamter",,,,"is_legis",TRUE,FALSE,"mdb"
"Egidy von, Arndt",1926,"kaufmann",0,"fdp","NW",47,68,0,1990,1,1,"Egidy von","Arndt",64,"kaufmann",,,,"not_legis",FALSE,FALSE,
"Ehlers, Wolfgang Willi Günther",1953,"diplomingenieurökonom",0,"cdu_csu","MV",2,263,1,1990,1,1,"Ehlers","Wolfgang Willi Günther",37,"diplomingenieurökonom",,,,"not_legis",FALSE,FALSE,
"Ehmke, Dr. Wolfgang",1946,"ministerialdirigent",0,"greens","BW",8,184,0,1990,1,1,"Ehmke","Dr. Wolfgang",44,"ministerialdirigent",,,,"only_legis",TRUE,TRUE,"ministerialdirigent"
"Ehmke, Prof. Dr. Horst",1927,"professor für öffentliches recht",0,"spd","NW",14,63,1,1990,1,1,"Ehmke","Prof. Dr. Horst",63,"professor öffentliches recht",,,,"not_legis",FALSE,FALSE,
"Ehrbar, Udo",1942,,0,"cdu_csu","BW",5,178,1,1990,1,1,"Ehrbar","Udo",48,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Ehret, Peter Josef",1945,"dreher",0,"left","SN",17,,0,1990,0,1,"Ehret","Peter Josef",45,"dreher",,,,"not_legis",FALSE,FALSE,
