"full_name","yob","occupation","female","party","list_state","list_rank","elec_district","elected","elec_year","direct_cand","list_cand","last_name","first_name","age","occ_1","occ_2","occ_3","occ_4","legislator_status","is_legislator","is_only_legislator","legislative_position"
"Maizière, Thomas",1954,,0,"cdu_csu","SN",1,155,1,2017,1,1,"Maizière","Thomas",63,,,,,"is_legis",TRUE,FALSE,"mdb"
"Rüthrich, Susann",1977,,1,"spd","SN",3,155,1,2017,1,1,"Rüthrich","Susann",40,,,,,"only_legis",TRUE,TRUE,"mdb"
"Schikore-Pätz, Maximilian Andreas",1989,"angestellter",0,"fdp","SN",7,155,0,2017,1,1,"Schikore-Pätz","Maximilian Andreas",28,"angestellter",,,,"not_legis",FALSE,FALSE,
"Bitzka, Jens",1971,"büroleiter",0,"greens","",,156,0,2017,1,0,"Bitzka","Jens",46,"büroleiter",,,,"not_legis",FALSE,FALSE,
"Ermer, Roland",1964,"bäckermeister",0,"cdu_csu","SN",14,156,0,2017,1,1,"Ermer","Roland",53,"bäckermeister",,,,"not_legis",FALSE,FALSE,
"Herbst, Torsten",1973,"dipl.-kaufmann (fh)",0,"fdp","SN",1,156,1,2017,1,1,"Herbst","Torsten",44,"diplom kaufmann fachhochschule",,,,"not_legis",FALSE,FALSE,
"Hilse, Karsten",1964,"beamter",0,"afd","SN",8,156,1,2017,1,1,"Hilse","Karsten",53,"beamter",,,,"not_legis",FALSE,FALSE,
"Lay, Caren Nicole",1972,"soziologin",1,"left","SN",3,156,1,2017,1,1,"Lay","Caren Nicole",45,"soziologin",,,,"not_legis",FALSE,FALSE,
"Strewe, Uta",1971,"verfahrensbeistand",1,"spd","SN",7,156,0,2017,1,1,"Strewe","Uta",46,"verfahrensbeistand",,,,"not_legis",FALSE,FALSE,
"Ahrens, Thorsten",1968,"dipl.-sozialpädagoge (fh)",0,"left","",,157,0,2017,1,0,"Ahrens","Thorsten",49,"diplom sozialpädagoge fachhochschule",,,,"not_legis",FALSE,FALSE,
"Chrupalla, Tino",1975,"selbst. malermeister",0,"afd","SN",5,157,1,2017,1,1,"Chrupalla","Tino",42,"selbständig malermeister",,,,"not_legis",FALSE,FALSE,
"Jurk, Thomas Edmund",1962,"funkmechaniker",0,"spd","SN",2,157,1,2017,1,1,"Jurk","Thomas Edmund",55,,"funkmechaniker",,,"is_legis",TRUE,FALSE,"mdb"
"Kretschmer, Michael",1975,,0,"cdu_csu","",,157,0,2017,1,0,"Kretschmer","Michael",42,,,,,"only_legis",TRUE,TRUE,"mdb"
"Schlagehan, Christine",1975,"dipl.-wirtschaftsingenieurin (fh)",1,"fdp","SN",5,157,0,2017,1,1,"Schlagehan","Christine",42,"diplom wirtschaftsingenieurin fachhochschule",,,,"not_legis",FALSE,FALSE,
"Schulze, Joachim",1952,"hochschullehrer",0,"greens","",,157,0,2017,1,0,"Schulze","Joachim",65,"hochschullehrer",,,,"not_legis",FALSE,FALSE,
"Brähmig, Klaus",1957,"elektrohandwerksmeister",0,"cdu_csu","SN",8,158,0,2017,1,1,"Brähmig","Klaus",60,"elektrohandwerksmeister",,,,"not_legis",FALSE,FALSE,
"Brandau, Lothar Ferdinand",1950,"dipl.-bauingenieur",0,"fdp","SN",9,158,0,2017,1,1,"Brandau","Lothar Ferdinand",67,"diplom bauingenieur",,,,"not_legis",FALSE,FALSE,
"Hahn, André",1963,,0,"left","SN",2,158,1,2017,1,1,"Hahn","André",54,,,,,"only_legis",TRUE,TRUE,"mdb"
"Kummer, Ines",1962,"büroleiterin",1,"greens","SN",5,158,0,2017,1,1,"Kummer","Ines",55,"büroleiterin",,,,"not_legis",FALSE,FALSE,
"Petry, Frauke",1975,"mdl",1,"afd","SN",1,158,1,2017,1,1,"Petry","Frauke",42,"mitglied des landtages",,,,"not_legis",FALSE,FALSE,
"Wolframm, Klaus",1959,"schornsteinfegermeister",0,"spd","SN",16,158,0,2017,1,1,"Wolframm","Klaus",58,"schornsteinfegermeister",,,,"not_legis",FALSE,FALSE,
"Avenarius, Christian Richard",1959,"oberstaatsanwalt",0,"spd","SN",11,159,0,2017,1,1,"Avenarius","Christian Richard",58,"oberstaatsanwalt",,,,"not_legis",FALSE,FALSE,
"Kipping, Katja",1978,"literaturwissenschaftlerin",1,"left","SN",1,159,1,2017,1,1,"Kipping","Katja",39,,"literaturwissenschaftlerin",,,"is_legis",TRUE,FALSE,"mdb"
"Lämmel, Gottfried Andreas",1959,,0,"cdu_csu","",,159,1,2017,1,0,"Lämmel","Gottfried Andreas",58,,,,,"only_legis",TRUE,TRUE,"mdb"
"Löser, Thomas",1972,"lehrer",0,"greens","",,159,0,2017,1,0,"Löser","Thomas",45,"lehrer",,,,"not_legis",FALSE,FALSE,
"Maier, Jens",1962,"richter am lg",0,"afd","SN",2,159,1,2017,1,1,"Maier","Jens",55,"richter am lg",,,,"not_legis",FALSE,FALSE,
"Malorny, Robert",1979,"ltd. angestellter",0,"fdp","SN",6,159,0,2017,1,1,"Malorny","Robert",38,"ltd angestellter",,,,"not_legis",FALSE,FALSE,
"Amthor, Philipp",1992,"jurist",0,"cdu_csu","MV",6,16,1,2017,1,1,"Amthor","Philipp",25,"jurist",,,,"not_legis",FALSE,FALSE,
"Bartelt, Christian",1976,"zahnarzt",0,"fdp","MV",2,16,0,2017,1,1,"Bartelt","Christian",41,"zahnarzt",,,,"not_legis",FALSE,FALSE,
"Jaschinski, Toni",1982,"dipl.-kaufmann",0,"left","MV",4,16,0,2017,1,1,"Jaschinski","Toni",35,"diplom kaufmann",,,,"not_legis",FALSE,FALSE,
"Komning, Enrico",1968,"rechtsanwalt",0,"afd","MV",2,16,1,2017,1,1,"Komning","Enrico",49,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Miraß, Heiko Fred Max",1967,"dipl.-volkswirt",0,"spd","MV",4,16,0,2017,1,1,"Miraß","Heiko Fred Max",50,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"Pfarr, Timo Elias",1994,"student",0,"greens","MV",6,16,0,2017,1,1,"Pfarr","Timo Elias",23,"student",,,,"not_legis",FALSE,FALSE,
"Blödner, Christoph Karl",1982,"unternehmer, dipl.-wirtschaftsingenieur",0,"fdp","SN",11,160,0,2017,1,1,"Blödner","Christoph Karl",35,"unternehmer","diplom wirtschaftsingenieur",,,"not_legis",FALSE,FALSE,
"Kaniewski, Richard",1985,"angestellter",0,"spd","SN",6,160,0,2017,1,1,"Kaniewski","Richard",32,"angestellter",,,,"not_legis",FALSE,FALSE,
"Kießling, Tilo",1970,"geschäftsführer",0,"left","",,160,0,2017,1,0,"Kießling","Tilo",47,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Kühn, Stephan",1979,"dipl.-soziologe",0,"greens","SN",2,160,1,2017,1,1,"Kühn","Stephan",38,,"diplom soziologe",,,"is_legis",TRUE,FALSE,"mdb"
"Vaatz, Arnold",1955,,0,"cdu_csu","SN",2,160,1,2017,1,1,"Vaatz","Arnold",62,,,,,"only_legis",TRUE,TRUE,"mdb"
"Willms, Anka Ingrid",1977,"dipl.-soziologin, sachbearbeiterin",1,"afd","",,160,0,2017,1,0,"Willms","Anka Ingrid",40,"diplom soziologin","sachbearbeiterin",,,"not_legis",FALSE,FALSE,
"Bellmann, Veronika",1960,,1,"cdu_csu","SN",7,161,1,2017,1,1,"Bellmann","Veronika",57,,,,,"only_legis",TRUE,TRUE,"mdb"
"Hartewig, Philipp",1994,"student",0,"fdp","SN",4,161,0,2017,1,1,"Hartewig","Philipp",23,"student",,,,"not_legis",FALSE,FALSE,
"Heßenkemper, Heiko",1956,"professor",0,"afd","SN",6,161,1,2017,1,1,"Heßenkemper","Heiko",61,"professor",,,,"not_legis",FALSE,FALSE,
"Neubert, Falk",1974,"mdl",0,"left","",,161,0,2017,1,0,"Neubert","Falk",43,"mitglied des landtages",,,,"not_legis",FALSE,FALSE,
"Raatz, Simone",1962,,1,"spd","SN",5,161,0,2017,1,1,"Raatz","Simone",55,,,,,"only_legis",TRUE,TRUE,"mdb"
"Wagner, Matthias",1969,"physiker",0,"greens","SN",8,161,0,2017,1,1,"Wagner","Matthias",48,"physiker",,,,"not_legis",FALSE,FALSE,
"Heinrich, Frank",1964,"theologe",0,"cdu_csu","SN",9,162,1,2017,1,1,"Heinrich","Frank",53,"theologe",,,,"not_legis",FALSE,FALSE,
"Köhler, Nico",1976,"selbständig",0,"afd","SN",14,162,0,2017,1,1,"Köhler","Nico",41,"selbständig",,,,"not_legis",FALSE,FALSE,
"Leutert, Michael Gerhard",1974,"dipl.-soziologe",0,"left","SN",4,162,1,2017,1,1,"Leutert","Michael Gerhard",43,"diplom soziologe",,,,"not_legis",FALSE,FALSE,
"Müller, Detlef",1964,"lokomotivführer",0,"spd","SN",4,162,1,2017,1,1,"Müller","Detlef",53,"lokomotivführer",,,,"not_legis",FALSE,FALSE,
"Müller-Rosentritt, Frank",1982,"dipl.-betriebswirt",0,"fdp","SN",3,162,1,2017,1,1,"Müller-Rosentritt","Frank",35,"diplom betriebswirt",,,,"not_legis",FALSE,FALSE,
"Roden, Meike",1991,"masterstudentin psychologie",1,"greens","SN",3,162,0,2017,1,1,"Roden","Meike",26,"masterstudentin psychologie",,,,"not_legis",FALSE,FALSE,
"Kienert, Ronny",1976,"verwaltungsfachangestellter",0,"spd","SN",13,163,0,2017,1,1,"Kienert","Ronny",41,"verwaltungsfachangestellter",,,,"not_legis",FALSE,FALSE,
"Oehler, André",1972,"dipl.-ing. landespflege",0,"greens","SN",10,163,0,2017,1,1,"Oehler","André",45,"diplom ing landespflege",,,,"not_legis",FALSE,FALSE,
"Oehme, Bernhard Ulrich",1960,"selbst. versicherungsmakler",0,"afd","SN",7,163,1,2017,1,1,"Oehme","Bernhard Ulrich",57,"selbständig versicherungsmakler",,,,"not_legis",FALSE,FALSE,
"Reinhold, Kristian",1958,"arzt",0,"fdp","",,163,0,2017,1,0,"Reinhold","Kristian",59,"arzt",,,,"not_legis",FALSE,FALSE,
"Wanderwitz, Marco",1975,"rechtsanwalt",0,"cdu_csu","",,163,1,2017,1,0,"Wanderwitz","Marco",42,,"rechtsanwalt",,,"is_legis",TRUE,FALSE,"mdb"
"Wunderlich, Jörn Heinz Adolf",1960,"richter a. d.",0,"left","",,163,0,2017,1,0,"Wunderlich","Jörn Heinz Adolf",57,,"richter a d",,,"is_legis",TRUE,FALSE,"mdb"
"Günther, Johannes Erich Tino",1962,"meister für holzspielzeug",0,"fdp","",,164,0,2017,1,0,"Günther","Johannes Erich Tino",55,"meister holzspielzeug",,,,"not_legis",FALSE,FALSE,
"Krauß, Alexander Gerd",1975,"mdl, politikwissenschaftler",0,"cdu_csu","",,164,1,2017,1,0,"Krauß","Alexander Gerd",42,"mitglied des landtages","politikwissenschaftler",,,"not_legis",FALSE,FALSE,
"Teubner, Karsten Uwe",1965,"unternehmer",0,"afd","",,164,0,2017,1,0,"Teubner","Karsten Uwe",52,"unternehmer",,,,"not_legis",FALSE,FALSE,
"Tischendorf, Klaus Jürgen",1962,"mdl",0,"left","",,164,0,2017,1,0,"Tischendorf","Klaus Jürgen",55,"mitglied des landtages",,,,"not_legis",FALSE,FALSE,
"Walter, Sebastian Rudolf",1989,"verkehrswissenschaftler, wiss. mitarbeiter",0,"greens","",,164,0,2017,1,0,"Walter","Sebastian Rudolf",28,"verkehrswissenschaftler","wissenschaftlich mitarbeiter",,,"not_legis",FALSE,FALSE,
"Wittig, Sören",1975,"dipl.-verwaltungswirt",0,"spd","SN",12,164,0,2017,1,1,"Wittig","Sören",42,"diplom verwaltungswirt",,,,"not_legis",FALSE,FALSE,
"Körber, Carsten",1979,"betriebswirt",0,"cdu_csu","SN",5,165,1,2017,1,1,"Körber","Carsten",38,,"betriebswirt",,,"is_legis",TRUE,FALSE,"mdb"
"Martens, Jürgen Andreas Michael",1959,"rechtsanwalt, a. d.",0,"fdp","SN",2,165,1,2017,1,1,"Martens","Jürgen Andreas Michael",58,"rechtsanwalt","a d",,,"is_legis",TRUE,FALSE,"staatsminister a. d."
"Pecher, Mario",1962,"hochschulingenieurökonom, elektromonteur",0,"spd","SN",10,165,0,2017,1,1,"Pecher","Mario",55,"hochschulingenieurökonom","elektromonteur",,,"not_legis",FALSE,FALSE,
"Wetzel, Wolfgang",1968,"dipl.-sozialarbeiter",0,"greens","SN",4,165,0,2017,1,1,"Wetzel","Wolfgang",49,"diplom sozialarbeiter",,,,"not_legis",FALSE,FALSE,
"Zimmermann, Sabine",1960,,1,"left","SN",5,165,1,2017,1,1,"Zimmermann","Sabine",57,,,,,"only_legis",TRUE,TRUE,"mdb"
"Bittmann, Oliver",1963,"rechtsanwalt",0,"greens","",,166,0,2017,1,0,"Bittmann","Oliver",54,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Geisler, Uwe Gerald",1971,"rechtsanwalt",0,"fdp","SN",12,166,0,2017,1,1,"Geisler","Uwe Gerald",46,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Holtschke, Eric Axel",1987,"politologe",0,"spd","SN",15,166,0,2017,1,1,"Holtschke","Eric Axel",30,"politologe",,,,"not_legis",FALSE,FALSE,
"Lupart, Ulrich Willi",1951,"selbständig",0,"afd","",,166,0,2017,1,0,"Lupart","Ulrich Willi",66,"selbständig",,,,"not_legis",FALSE,FALSE,
"Magwas, Yvonne",1979,,1,"cdu_csu","SN",4,166,1,2017,1,1,"Magwas","Yvonne",38,,,,,"only_legis",TRUE,TRUE,"mdb"
"Schwarz, Maik",1986,"verwaltungsfachangestellter",0,"left","SN",12,166,0,2017,1,1,"Schwarz","Maik",31,"verwaltungsfachangestellter",,,,"not_legis",FALSE,FALSE,
"Dilcher, Esther",1965,"rechtsanwältin, notarin",1,"spd","HE",16,167,1,2017,1,1,"Dilcher","Esther",52,"rechtsanwältin","notarin",,,"not_legis",FALSE,FALSE,
"Frömmrich, Jürgen",1959,"mdl",0,"greens","HE",8,167,0,2017,1,1,"Frömmrich","Jürgen",58,"mitglied des landtages",,,,"not_legis",FALSE,FALSE,
"Nolte, Jan Ralf",1988,"soldat",0,"afd","HE",4,167,1,2017,1,1,"Nolte","Jan Ralf",29,"soldat",,,,"not_legis",FALSE,FALSE,
"Preysing, Regina",1965,"ingenieurin medizintechnik",1,"left","HE",11,167,0,2017,1,1,"Preysing","Regina",52,"ingenieurin medizintechnik",,,,"not_legis",FALSE,FALSE,
"Rube, Jochen",1984,"lehrer",0,"fdp","HE",9,167,0,2017,1,1,"Rube","Jochen",33,"lehrer",,,,"not_legis",FALSE,FALSE,
"Viesehon, Thomas",1973,"bankkaufmann",0,"cdu_csu","HE",13,167,0,2017,1,1,"Viesehon","Thomas",44,"bankkaufmann",,,,"not_legis",FALSE,FALSE,
"Felstehausen, Torsten",1965,"technologieberater",0,"left","",,168,0,2017,1,0,"Felstehausen","Torsten",52,"technologieberater",,,,"not_legis",FALSE,FALSE,
"Gremmels, Timon",1976,"mdl",0,"spd","HE",21,168,1,2017,1,1,"Gremmels","Timon",41,"mitglied des landtages",,,,"not_legis",FALSE,FALSE,
"Mattis, Manfred Günther Ernst Leopold",1956,"rechtsanwalt",0,"afd","",,168,0,2017,1,0,"Mattis","Manfred Günther Ernst Leopold",61,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Mijatovic, Boris",1974,"angestellter",0,"greens","HE",6,168,0,2017,1,1,"Mijatovic","Boris",43,"angestellter",,,,"not_legis",FALSE,FALSE,
"Nölke, Matthias",1980,"jurist",0,"fdp","HE",8,168,0,2017,1,1,"Nölke","Matthias",37,"jurist",,,,"not_legis",FALSE,FALSE,
"Wett, Norbert",1964,"selbst. unternehmensberater",0,"cdu_csu","HE",18,168,0,2017,1,1,"Wett","Norbert",53,"selbständig unternehmensberater",,,,"not_legis",FALSE,FALSE,
"Leidig, Sabine",1961,,1,"left","HE",1,169,1,2017,1,1,"Leidig","Sabine",56,,,,,"only_legis",TRUE,TRUE,"mdb"
"Lister, Manfred",1960,"kfm. angestellter",0,"fdp","HE",20,169,0,2017,1,1,"Lister","Manfred",57,"kaufmännisch angestellter",,,,"not_legis",FALSE,FALSE,
"Lübeck, Timo",1983,"verbandsreferent",0,"cdu_csu","HE",20,169,0,2017,1,1,"Lübeck","Timo",34,"verbandsreferent",,,,"not_legis",FALSE,FALSE,
"Roth, Michael",1970,,0,"spd","HE",1,169,1,2017,1,1,"Roth","Michael",47,,,,,"only_legis",TRUE,TRUE,"staatsminister"
"Selzer, Martina",1964,"selbständig",1,"greens","",,169,0,2017,1,0,"Selzer","Martina",53,"selbständig",,,,"not_legis",FALSE,FALSE,
"Wild, Stefan",1960,"arzt",0,"afd","HE",14,169,0,2017,1,1,"Wild","Stefan",57,"arzt",,,,"not_legis",FALSE,FALSE,
"Bluhm, Heidrun",1958,,1,"left","MV",2,17,1,2017,1,1,"Bluhm","Heidrun",59,,,,,"only_legis",TRUE,TRUE,"mdb"
"Göpper, Monika",1967,"krankenschwester",1,"greens","",,17,0,2017,1,0,"Göpper","Monika",50,"krankenschwester",,,,"not_legis",FALSE,FALSE,
"Pflugradt, Jeannine",1973,"industriekauffrau",1,"spd","MV",5,17,0,2017,1,1,"Pflugradt","Jeannine",44,"industriekauffrau",,,,"not_legis",FALSE,FALSE,
"Rehberg, Eckhardt Harald",1954,"dipl.-ing. für informationsverwaltung",0,"cdu_csu","MV",2,17,1,2017,1,1,"Rehberg","Eckhardt Harald",63,,"diplom ing informationsverwaltung",,,"is_legis",TRUE,FALSE,"mdb"
"Schielke-Ziesing, Ulrike",1969,"verwaltungsangestellte",1,"afd","MV",3,17,1,2017,1,1,"Schielke-Ziesing","Ulrike",48,"verwaltungsangestellte",,,,"not_legis",FALSE,FALSE,
"Zimmermann, Sascha",1975,"rechtsanwalt",0,"fdp","MV",3,17,0,2017,1,1,"Zimmermann","Sascha",42,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Franke, Edgar Konrad Hartmut",1960,,0,"spd","HE",11,170,1,2017,1,1,"Franke","Edgar Konrad Hartmut",57,,,,,"only_legis",TRUE,TRUE,"mdb"
"Glaser, Albrecht Heinz Erhard",1942,"stadtkämmerer a. d.",0,"afd","HE",5,170,1,2017,1,1,"Glaser","Albrecht Heinz Erhard",75,"stadtkämmerer a d",,,,"not_legis",FALSE,FALSE,
"Hoffmann, Bettina",1960,"dipl.-biologin",1,"greens","HE",5,170,1,2017,1,1,"Hoffmann","Bettina",57,"diplom biologin",,,,"not_legis",FALSE,FALSE,
"Knell, Elias Johannes",1988,"politikwissenschaftler (m. a.)",0,"fdp","HE",22,170,0,2017,1,1,"Knell","Elias Johannes",29,"politikwissenschaftler master of arts",,,,"not_legis",FALSE,FALSE,
"Scheuch-Paschkewitz, Heidemarie",1959,"dipl.-sozialpädagogin",1,"left","HE",5,170,0,2017,1,1,"Scheuch-Paschkewitz","Heidemarie",58,"diplom sozialpädagogin",,,,"not_legis",FALSE,FALSE,
"Siebert, Bernd",1949,"selbst. kaufmann",0,"cdu_csu","HE",5,170,0,2017,1,1,"Siebert","Bernd",68,"selbständig kaufmann",,,,"not_legis",FALSE,FALSE,
"Bartol, Sören",1974,"dipl.-politologe",0,"spd","HE",5,171,1,2017,1,1,"Bartol","Sören",43,"diplom politologe",,,,"not_legis",FALSE,FALSE,
"Bokelmann, Hanke Friedrich",1981,"angestellter",0,"fdp","HE",16,171,0,2017,1,1,"Bokelmann","Hanke Friedrich",36,"angestellter",,,,"not_legis",FALSE,FALSE,
"Flohrschütz, Rainer",1959,"dipl.-politologe",0,"greens","HE",22,171,0,2017,1,1,"Flohrschütz","Rainer",58,"diplom politologe",,,,"not_legis",FALSE,FALSE,
"Heck, Stefan",1982,"rechtsanwalt",0,"cdu_csu","HE",7,171,0,2017,1,1,"Heck","Stefan",35,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Kula, Elisabeth",1990,"studentin",1,"left","HE",7,171,0,2017,1,1,"Kula","Elisabeth",27,"studentin",,,,"not_legis",FALSE,FALSE,
"Schmidt, Julian",1989,"student",0,"afd","HE",9,171,0,2017,1,1,"Schmidt","Julian",28,"student",,,,"not_legis",FALSE,FALSE,
"Irmer, Hans-Jürgen",1952,"oberstudienrat",0,"cdu_csu","HE",17,172,1,2017,1,1,"Irmer","Hans-Jürgen",65,"oberstudienrat",,,,"not_legis",FALSE,FALSE,
"Sämann, Thorben",1993,"student",0,"greens","",,172,0,2017,1,0,"Sämann","Thorben",24,"student",,,,"not_legis",FALSE,FALSE,
"Schmidt, Dagmar",1973,"historikerin",1,"spd","HE",4,172,1,2017,1,1,"Schmidt","Dagmar",44,"historikerin",,,,"not_legis",FALSE,FALSE,
"Seelmeyer, Carsten",1969,"vertriebsleiter",0,"fdp","HE",11,172,0,2017,1,1,"Seelmeyer","Carsten",48,"vertriebsleiter",,,,"not_legis",FALSE,FALSE,
"Veit, Tamina Janine",1957,"rentnerin",1,"left","",,172,0,2017,1,0,"Veit","Tamina Janine",60,"rentnerin",,,,"not_legis",FALSE,FALSE,
"Wagner, Willi Karl",1951,"studienrat a. d.",0,"afd","",,172,0,2017,1,0,"Wagner","Willi Karl",66,"studienrat a d",,,,"not_legis",FALSE,FALSE,
"Al Dailami, Ali Abass Yahya",1981,"restaurantfachmann",0,"left","",,173,0,2017,1,0,"Al Dailami","Ali Abass Yahya",36,"restaurantfachmann",,,,"not_legis",FALSE,FALSE,
"Braun, Helge Reinhold",1972,"arzt",0,"cdu_csu","HE",1,173,1,2017,1,1,"Braun","Helge Reinhold",45,"arzt",,,,"not_legis",FALSE,FALSE,
"Goldbach, Eva",1965,"mdl",1,"greens","HE",7,173,0,2017,1,1,"Goldbach","Eva",52,"mitglied des landtages",,,,"not_legis",FALSE,FALSE,
"Körner, Matthias",1969,"gewerkschaftssekretär",0,"spd","HE",13,173,0,2017,1,1,"Körner","Matthias",48,"gewerkschaftssekretär",,,,"not_legis",FALSE,FALSE,
"Schulz, Uwe",1961,"ltd. angestellter",0,"afd","HE",3,173,1,2017,1,1,"Schulz","Uwe",56,"ltd angestellter",,,,"not_legis",FALSE,FALSE,
"Solms, Hermann Otto",1940,"selbständig",0,"fdp","HE",3,173,1,2017,1,1,"Solms","Hermann Otto",77,"selbständig",,,,"not_legis",FALSE,FALSE,
"Amoozegar, Nick Papak",1990,"student",0,"left","HE",6,174,0,2017,1,1,"Amoozegar","Nick Papak",27,"student",,,,"not_legis",FALSE,FALSE,
"Brand, Michael",1973,,0,"cdu_csu","HE",11,174,1,2017,1,1,"Brand","Michael",44,,,,,"only_legis",TRUE,TRUE,"mdb"
"Brunn, Sibylle",1965,"dipl.-kauffrau",1,"fdp","HE",14,174,0,2017,1,1,"Brunn","Sibylle",52,"diplom kauffrau",,,,"not_legis",FALSE,FALSE,
"Hohmann, Martin",1948,"a. d.",0,"afd","HE",6,174,1,2017,1,1,"Hohmann","Martin",69,"a d",,,,"only_legis",TRUE,TRUE,"bürgermeister a. d."
"Kömpel, Birgit",1967,,1,"spd","HE",10,174,0,2017,1,1,"Kömpel","Birgit",50,,,,,"only_legis",TRUE,TRUE,"mdb"
"Rammler, Walter Michael",1956,"fotograf",0,"greens","",,174,0,2017,1,0,"Rammler","Walter Michael",61,"fotograf",,,,"not_legis",FALSE,FALSE,
"Harder-Kühnel, Mariana Iris",1974,"rechtsanwältin",1,"afd","HE",1,175,1,2017,1,1,"Harder-Kühnel","Mariana Iris",43,"rechtsanwältin",,,,"not_legis",FALSE,FALSE,
"Kurth, Pierre",1983,"speditionskaufmann",0,"fdp","HE",17,175,0,2017,1,1,"Kurth","Pierre",34,"speditionskaufmann",,,,"not_legis",FALSE,FALSE,
"Methfessel, Dirk Udo",1982,"lehrer",0,"left","HE",10,175,0,2017,1,1,"Methfessel","Dirk Udo",35,"lehrer",,,,"not_legis",FALSE,FALSE,
"Müller, Bettina",1959,,1,"spd","HE",8,175,1,2017,1,1,"Müller","Bettina",58,,,,,"only_legis",TRUE,TRUE,"mdb"
"Tauber, Peter Michael",1974,,0,"cdu_csu","HE",4,175,1,2017,1,1,"Tauber","Peter Michael",43,,,,,"only_legis",TRUE,TRUE,"mdb"
"Zach, Matthias Rudolf",1952,"kreisbeigeordneter",0,"greens","",,175,0,2017,1,0,"Zach","Matthias Rudolf",65,"kreisbeigeordneter",,,,"not_legis",FALSE,FALSE,
"Koob, Markus Benjamin",1977,,0,"cdu_csu","HE",15,176,1,2017,1,1,"Koob","Markus Benjamin",40,,,,,"only_legis",TRUE,TRUE,"mdb"
"Lehmann, Silvia",1963,"marketingfachfrau",1,"left","HE",14,176,0,2017,1,1,"Lehmann","Silvia",54,"marketingfachfrau",,,,"not_legis",FALSE,FALSE,
"Lichert, Andreas John",1975,"geschäftsführender gesellschafter",0,"afd","HE",7,176,0,2017,1,1,"Lichert","Andreas John",42,"geschäftsführender gesellschafter",,,,"not_legis",FALSE,FALSE,
"Ruppert, Stefan",1971,"rechtsanwalt",0,"fdp","HE",2,176,1,2017,1,1,"Ruppert","Stefan",46,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Schabedoth, Hans Joachim",1952,,0,"spd","HE",17,176,0,2017,1,1,"Schabedoth","Hans Joachim",65,,,,,"only_legis",TRUE,TRUE,"mdb"
"Schmitt, Wolfgang",1959,"geschäftsführer",0,"greens","HE",12,176,0,2017,1,1,"Schmitt","Wolfgang",58,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Anders, Kathrin",1982,"dipl.-sozialpädagogin (fh)",1,"greens","",,177,0,2017,1,0,"Anders","Kathrin",35,"diplom sozialpädagogin fachhochschule",,,,"not_legis",FALSE,FALSE,
"Eder, Julian Simon",1998,"schüler",0,"left","HE",12,177,0,2017,1,1,"Eder","Julian Simon",19,"schüler",,,,"not_legis",FALSE,FALSE,
"Heidt, Peter",1965,"rechtsanwalt",0,"fdp","HE",7,177,0,2017,1,1,"Heidt","Peter",52,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Herrmann, Klaus",1960,"polizeibeamter i. r.",0,"afd","HE",8,177,0,2017,1,1,"Herrmann","Klaus",57,"polizeibeamter i r",,,,"not_legis",FALSE,FALSE,
"Pawlik, Natalie",1992,"studentin",1,"spd","HE",14,177,0,2017,1,1,"Pawlik","Natalie",25,"studentin",,,,"not_legis",FALSE,FALSE,
"Veith, Oswin",1961,,0,"cdu_csu","HE",14,177,1,2017,1,1,"Veith","Oswin",56,,,,,"only_legis",TRUE,TRUE,"mdb"
"Anderson, Christine",1968,"hausfrau",1,"afd","HE",12,178,0,2017,1,1,"Anderson","Christine",49,"hausfrau",,,,"not_legis",FALSE,FALSE,
"Müller, Alexander",1969,"dipl.-informatiker",0,"fdp","HE",6,178,1,2017,1,1,"Müller","Alexander",48,"diplom informatiker",,,,"not_legis",FALSE,FALSE,
"Müller, Timo",1991,"student",0,"greens","",,178,0,2017,1,0,"Müller","Timo",26,"student",,,,"not_legis",FALSE,FALSE,
"Pörtner, Benno",1952,"sozialpädagoge",0,"left","",,178,0,2017,1,0,"Pörtner","Benno",65,"sozialpädagoge",,,,"not_legis",FALSE,FALSE,
"Rabanus, Martin Hermann",1971,,0,"spd","HE",7,178,1,2017,1,1,"Rabanus","Martin Hermann",46,,,,,"only_legis",TRUE,TRUE,"mdb"
"Willsch, Klaus-Peter",1961,"dipl.-volkswirt",0,"cdu_csu","HE",10,178,1,2017,1,1,"Willsch","Klaus-Peter",56,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"Gabriel, Adrian Charles",1976,"wiss. referent",0,"left","HE",8,179,0,2017,1,1,"Gabriel","Adrian Charles",41,"wissenschaftlich referent",,,,"not_legis",FALSE,FALSE,
